customer_registration_number,merchandize_category,amount_deposited_via_counter,amount_deposited_via_card,balance_on_complaign_date,transaction_date,complaint_date,restaurant_points,fuel_points,groceries_points,toys_points,cash_back_points,electronics,complained,Order_tyPe,amount,quantity,card_vendor,used_coupon,product_discounted,cust_age,cust_gender
643512216432325ca2cb383f,others,0.0,774500.0,42204.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,100000.0,2.5,Visa,No,no,96,Female
643512426432325ca2cb3840,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,37,Female
643512646432325ca2cb3841,,0.0,64100.0,408400.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,2.0,Visa,No,no,42,Female
643512856432325ca2cb3842,Movies and Cinema,0.0,1068.0,374.0,2023-03-21,2023-04-04,0,0,0,0,6,0,YES,Walk In,65000.0,6.0,Visa,Yes,no,98,Male
643512a36432325ca2cb3843,Baking,0.0,83450.0,83874.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,800000.0,1.0,Visa,No,no,19,Male
643512c36432325ca2cb3844,Breakfast,0.0,24100.0,19800.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,81,Male
643512e46432325ca2cb3845,Guns and weaponry,0.0,4100.0,1.0,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Pickup,2000.0,3.0,Mastercard,No,YEs,88,Male
643513056432325ca2cb3846,Breakfast,0.0,1540.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,18,Female
643513276432325ca2cb3847,Breakfast,0.0,103700.0,1018600.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,14,Male
643513476432325ca2cb3848,,0.0,8127.0,16254.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,170000.0,2.0,Visa,No,no,56,Female
643513676432325ca2cb3849,,0.0,68540.0,1998781.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,6.0,Visa,No,no,72,Female
643513866432325ca2cb384a,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,43,Male
643513a76432325ca2cb384b,,0.0,13700.0,16400.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,2.0,Visa,No,no,92,Female
643513c96432325ca2cb384c,Breakfast,9100.0,211865.26,1.26,2023-03-21,2023-04-04,0,0,2,0,0,0,YES,Pickup,300000.0,3.0,Visa,No,no,97,Female
643513e96432325ca2cb384d,Breakfast,0.0,4100.0,1.35,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,6,Female
6435140a6432325ca2cb384e,Breakfast,0.0,403300.0,11662.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,57,Female
6435142a6432325ca2cb384f,Alcohol,0.0,536.0,1.0,2023-03-21,2023-04-04,0,0,0,0,1,0,YES,Walk In,3000.0,1.0,Mastercard,No,YEs,98,Female
6435144b6432325ca2cb3850,,0.0,4100.0,6065.31,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,3.0,Visa,No,no,25,Male
6435146d6432325ca2cb3851,,0.0,13700.0,129193.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,2.0,Visa,No,no,58,Male
6435148b6432325ca2cb3852,Breakfast,0.0,1242697.0,165.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,25,Male
643514af6432325ca2cb3853,Condiment,0.0,158858.03,7970.04,2023-03-21,2023-04-04,0,2,0,0,11,0,NO,Order via website,654677.94,14.0,Visa,No,no,85,Female
643514af6432325ca2cb3853,Movies and Cinema,0.0,158858.03,7970.04,2023-03-21,2023-04-04,0,2,0,0,11,0,NO,Order via website,654677.94,14.0,Visa,No,no,85,Female
643514d16432325ca2cb3854,,0.0,665990.0,661690.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,2.0,Visa,No,no,2,Male
643514f26432325ca2cb3855,Breakfast,0.0,4100.0,1.01,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Order via website,1000.0,1.0,Visa,No,no,86,Male
643514f26432325ca2cb3855,Guns and weaponry,0.0,4100.0,1.01,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Order via website,1000.0,1.0,Visa,No,no,86,Male
643515156432325ca2cb3856,Breakfast,0.0,9100.0,73299.5,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,86,Female
643515156432325ca2cb3856,others,0.0,9100.0,73299.5,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,86,Female
643515366432325ca2cb3857,Condiment,0.0,3700.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,4.0,Visa,No,no,28,Female
643515576432325ca2cb3858,Breakfast,0.0,4483.42,1.41,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,0,Female
643515776432325ca2cb3859,Personal Care,0.0,4100.0,4394.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,135000.0,3.0,Visa,No,no,27,Male
643515986432325ca2cb385a,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,18,Male
643515ba6432325ca2cb385b,,0.0,784500.0,340473.0,2023-03-21,2023-04-04,0,0,2,0,0,0,NO,Pickup,940000.0,5.0,Mastercard,No,YEs,75,Female
643515df6432325ca2cb385c,Dairy,0.0,791428.68,318.69,2023-03-21,2023-04-04,1,0,2,0,2,0,NO,Pickup,281377.12,3.25,Visa,No,no,45,Female
643515df6432325ca2cb385c,Bread,0.0,791428.68,318.69,2023-03-21,2023-04-04,1,0,2,0,2,0,NO,Pickup,281377.12,3.25,Visa,No,no,45,Female
643515df6432325ca2cb385c,Cheese & Butter,0.0,791428.68,318.69,2023-03-21,2023-04-04,1,0,2,0,2,0,NO,Pickup,281377.12,3.25,Visa,No,no,45,Female
643515df6432325ca2cb385c,Gluten-Free Foods,0.0,791428.68,318.69,2023-03-21,2023-04-04,1,0,2,0,2,0,NO,Pickup,281377.12,3.25,Visa,No,no,45,Female
643516016432325ca2cb385d,Breakfast,8700.0,8700.0,8700.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,80,Male
643516276432325ca2cb385e,Breakfast,0.0,423.99,1.01,2023-03-21,2023-04-04,0,0,0,0,1,0,YES,Walk In,2500.0,1.0,Mastercard,No,YEs,44,Male
643516276432325ca2cb385e,Alcohol,0.0,423.99,1.01,2023-03-21,2023-04-04,0,0,0,0,1,0,YES,Walk In,2500.0,1.0,Mastercard,No,YEs,44,Male
6435164a6432325ca2cb385f,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,42,Male
6435166d6432325ca2cb3860,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,99,Male
643516906432325ca2cb3861,Breakfast,0.0,4100.0,1.35,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,75,Male
643516906432325ca2cb3861,others,0.0,4100.0,1.35,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,75,Male
643516b16432325ca2cb3862,Guns and weaponry,0.0,1148.0,1.0,2023-03-21,2023-04-04,0,0,1,0,0,0,YES,Pickup,5000.0,1.0,Mastercard,No,YEs,74,Female
643516d36432325ca2cb3863,Breakfast,0.0,437.0,37.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,66,Female
643516d36432325ca2cb3863,others,0.0,437.0,37.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,66,Female
643516f46432325ca2cb3864,others,0.0,3700.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,3.0,Visa,No,no,9,Female
643517136432325ca2cb3865,others,0.0,37178.0,138379.1,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,3.0,Visa,No,no,61,Male
643517346432325ca2cb3866,,0.0,150000.0,27814.98,2023-03-21,2023-04-04,8,0,6,0,0,0,NO,Pickup,93000.0,27.0,Visa,No,no,33,Male
643517546432325ca2cb3867,Breakfast,9100.0,618700.0,3404642.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1400000.0,3.0,Visa,No,no,57,Female
643517976432325ca2cb3868,,0.0,0.0,35000.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,3.0,Visa,No,no,45,Male
643517b86432325ca2cb3869,Breakfast,0.0,1004100.0,28102.0,2023-03-21,2023-04-04,0,0,0,0,1,0,NO,Pickup,2500.0,1.0,Visa,No,no,95,Male
643517b86432325ca2cb3869,Alcohol,0.0,1004100.0,28102.0,2023-03-21,2023-04-04,0,0,0,0,1,0,NO,Pickup,2500.0,1.0,Visa,No,no,95,Male
643517db6432325ca2cb386a,Breakfast,0.0,4100.0,2999800.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,33,Female
643517fd6432325ca2cb386b,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,27,Male
6435181e6432325ca2cb386c,others,0.0,113725.83,9166.83,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,50000.0,3.0,Visa,No,no,51,Male
6435183f6432325ca2cb386d,others,0.0,4500.0,50200.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,50000.0,17.0,Visa,No,no,62,Male
643518616432325ca2cb386e,Candy,0.0,2622.0,493.0,2023-03-21,2023-04-04,0,0,2,0,0,0,NO,Walk In,1833.3334,2.3333333,Visa,No,no,9,Male
643518616432325ca2cb386e,Guns and weaponry,0.0,2622.0,493.0,2023-03-21,2023-04-04,0,0,2,0,0,0,NO,Walk In,1833.3334,2.3333333,Visa,No,no,9,Male
643518616432325ca2cb386e,Fresh Fruits,0.0,2622.0,493.0,2023-03-21,2023-04-04,0,0,2,0,0,0,NO,Walk In,1833.3334,2.3333333,Visa,No,no,9,Male
643518846432325ca2cb386f,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,62,Male
643518a56432325ca2cb3870,Guns and weaponry,0.0,36.0,1.0,2023-03-21,2023-04-04,0,0,1,0,0,0,YES,Pickup,3500.0,1.0,Mastercard,No,YEs,86,Female
643518c56432325ca2cb3871,Breakfast,0.0,883.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,5,Female
643518e56432325ca2cb3872,Breakfast,0.0,104100.0,169800.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,55,Female
643519056432325ca2cb3873,,0.0,989972.0,226801.9,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1430000.0,5.0,Visa,No,no,31,Male
643519256432325ca2cb3874,Personal Care,0.0,375227.71,183.19,2023-03-21,2023-04-04,3,0,0,0,0,0,YES,sender_mno_Airtel,773500.0,9.0,Visa,No,no,52,Female
643519466432325ca2cb3875,Condiment,0.0,471.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,20000000.0,9.0,Visa,No,no,61,Male
643519666432325ca2cb3876,Breakfast,0.0,4100.0,119799.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,93,Female
643519666432325ca2cb3876,others,0.0,4100.0,119799.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,,1.0,Visa,No,no,93,Female
643519866432325ca2cb3877,Baking,0.0,210093.33,253011.33,2023-03-21,2023-04-04,0,2,1,0,2,0,NO,Order via website,404000.0,4.3333335,Visa,No,no,8,Male
643519866432325ca2cb3877,Personal Care,0.0,210093.33,253011.33,2023-03-21,2023-04-04,0,2,1,0,2,0,NO,Order via website,404000.0,4.3333335,Visa,No,no,8,Male
643519866432325ca2cb3877,Fresh Fruits,0.0,210093.33,253011.33,2023-03-21,2023-04-04,0,2,1,0,2,0,NO,Order via website,404000.0,4.3333335,Visa,No,no,8,Male
643519a66432325ca2cb3878,,0.0,16588.0,10906.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,4.0,Visa,No,no,14,Male
643519c76432325ca2cb3879,,0.0,102501.0,64239.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,30000.0,12.0,Visa,No,no,69,Male
643519e66432325ca2cb387a,,7100.01,6340.01,640.01,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,2.0,Visa,No,no,16,Female
64351a056432325ca2cb387b,Snack,0.0,275100.0,228188.33,2023-03-21,2023-04-04,3,0,0,0,0,0,NO,Pickup,42300.0,30.0,Visa,No,no,96,Female
64351a256432325ca2cb387c,Breakfast,0.0,4100.0,28245.5,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,3333.3333,1.0,Visa,No,no,85,Female
64351a256432325ca2cb387c,Personal Care,0.0,4100.0,28245.5,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,3333.3333,1.0,Visa,No,no,85,Female
64351a256432325ca2cb387c,others,0.0,4100.0,28245.5,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,3333.3333,1.0,Visa,No,no,85,Female
64351a466432325ca2cb387d,,0.0,3700.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,2.0,Visa,No,no,71,Male
64351a666432325ca2cb387e,,0.0,218700.0,179347.31,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,3.0,Visa,No,no,22,Male
64351a866432325ca2cb387f,Breakfast,0.0,4100.0,34726.99,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,16666.666,1.0,Visa,No,no,90,Female
64351a866432325ca2cb387f,Personal Care,0.0,4100.0,34726.99,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,16666.666,1.0,Visa,No,no,90,Female
64351a866432325ca2cb387f,others,0.0,4100.0,34726.99,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,16666.666,1.0,Visa,No,no,90,Female
64351aa56432325ca2cb3880,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,93,Male
64351ac36432325ca2cb3881,others,0.0,99993.0,95703.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,4.0,Visa,No,no,56,Male
64351ae66432325ca2cb3882,others,0.0,4100.0,61.01,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,6.0,Visa,No,no,50,Male
64351b076432325ca2cb3883,,9100.0,7952.0,1148276.01,2023-03-21,2023-04-04,0,0,0,0,7,0,NO,Walk In,177500.0,12.0,Mastercard,No,YEs,32,Female
64351b286432325ca2cb3884,Breakfast,0.0,5310.09,10.09,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,97,Female
64351b486432325ca2cb3885,others,0.0,4100.0,261953.99,2023-03-21,2023-04-04,0,0,1,0,0,0,YES,Order via website,27500.0,2.0,Visa,No,no,98,Male
64351b486432325ca2cb3885,Guns and weaponry,0.0,4100.0,261953.99,2023-03-21,2023-04-04,0,0,1,0,0,0,YES,Order via website,27500.0,2.0,Visa,No,no,98,Male
64351b6b6432325ca2cb3886,Alcohol,0.0,28602.0,145541.0,2023-03-21,2023-04-04,0,3,2,0,1,0,NO,Order via website,75000.0,10.0,Visa,No,no,76,Male
64351b8b6432325ca2cb3887,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,67,Male
64351bac6432325ca2cb3888,Breakfast,0.0,5725.0,1425.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,44,Female
64351bac6432325ca2cb3888,others,0.0,5725.0,1425.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,44,Female
64351bce6432325ca2cb3889,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,52,Female
64351bee6432325ca2cb388a,Baking,20000.0,20000.0,1245.0,2023-03-21,2023-04-04,0,1,1,0,0,0,YES,Pickup,5833.3335,2.6666667,Mastercard,No,YEs,13,Female
64351bee6432325ca2cb388a,Canned,20000.0,20000.0,1245.0,2023-03-21,2023-04-04,0,1,1,0,0,0,YES,Pickup,5833.3335,2.6666667,Mastercard,No,YEs,13,Female
64351bee6432325ca2cb388a,Guns and weaponry,20000.0,20000.0,1245.0,2023-03-21,2023-04-04,0,1,1,0,0,0,YES,Pickup,5833.3335,2.6666667,Mastercard,No,YEs,13,Female
64351c0e6432325ca2cb388b,Breakfast,0.0,23.0,23.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,56,Female
64351c2f6432325ca2cb388c,Breakfast,0.0,147936.0,1.01,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,19,Female
64351c726432325ca2cb388d,Guns and weaponry,0.0,4500.0,7040.0,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Pickup,1000.0,4.0,Mastercard,No,YEs,69,Male
64351c926432325ca2cb388e,Frozen,0.0,153782.27,1.26,2023-03-21,2023-04-04,0,1,0,0,0,0,YES,Order via website,3000.0,7.0,Mastercard,No,YEs,78,Female
64351cb36432325ca2cb388f,Breakfast,0.0,44100.0,39909.31,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,9,Male
64351cd46432325ca2cb3890,Breakfast,0.0,9100.0,8005.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,91,Male
64351cf56432325ca2cb3891,Condiment,0.0,917383.0,707722.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,4.0,Visa,No,no,26,Female
64351d156432325ca2cb3892,Breakfast,0.0,204100.0,23757.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,13,Male
64351d156432325ca2cb3892,others,0.0,204100.0,23757.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,13,Male
64351d356432325ca2cb3893,,0.0,3154100.0,2825.0,2023-03-21,2023-04-04,0,0,0,0,3,0,YES,Pickup,113000.0,5.0,Visa,No,no,27,Female
64351d556432325ca2cb3894,,9100.0,7952.0,202870.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,6.0,Visa,No,no,39,Female
64351d776432325ca2cb3895,Breakfast,0.0,197117.89,72224.17,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,20000.0,1.0,Visa,No,no,78,Male
64351d776432325ca2cb3895,Snack,0.0,197117.89,72224.17,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,20000.0,1.0,Visa,No,no,78,Male
64351d986432325ca2cb3896,Guns and weaponry,0.0,191491.0,71511.0,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Order via website,20000.0,1.0,Visa,No,no,58,Male
64351dbb6432325ca2cb3897,,0.0,72798.0,32439.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,3.0,Visa,No,no,87,Female
64351ddc6432325ca2cb3898,Breakfast,0.0,4100.0,254592.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,75,Female
64351dfb6432325ca2cb3899,Dairy,0.0,103700.0,765769.9,2023-03-21,2023-04-04,1,0,3,0,0,0,NO,Pickup,18333.334,4.3333335,Visa,No,no,49,Female
64351dfb6432325ca2cb3899,Deli,0.0,103700.0,765769.9,2023-03-21,2023-04-04,1,0,3,0,0,0,NO,Pickup,18333.334,4.3333335,Visa,No,no,49,Female
64351dfb6432325ca2cb3899,others,0.0,103700.0,765769.9,2023-03-21,2023-04-04,1,0,3,0,0,0,NO,Pickup,18333.334,4.3333335,Visa,No,no,49,Female
64351e1c6432325ca2cb389a,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,52,Female
64351e3b6432325ca2cb389b,Paper Products and Cleaning Supplies,0.0,755.65,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,100000.0,2.5,Visa,No,no,13,Male
64351e3b6432325ca2cb389b,Condiment,0.0,755.65,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,100000.0,2.5,Visa,No,no,13,Male
64351e5c6432325ca2cb389c,Condiment,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,4.0,Visa,No,no,84,Female
64351e7e6432325ca2cb389d,,0.0,486125.0,368799.0,2023-03-21,2023-04-04,0,5,0,0,0,0,NO,Order via website,69000.0,5.0,Visa,No,no,93,Female
64351e9e6432325ca2cb389e,Breakfast,11100.0,14710.9,14720.47,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,74,Female
64351ebf6432325ca2cb389f,Condiment,0.0,4100.0,1.01,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,7.0,Visa,No,no,12,Female
64351efd6432325ca2cb38a0,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,16,Female
64351f3e6432325ca2cb38a1,Candy,0.0,1269.0,1.01,2023-03-21,2023-04-04,0,0,0,0,2,0,YES,Pickup,42000.0,8.0,Visa,No,no,84,Male
64351f5e6432325ca2cb38a2,Meat & Seafood,0.0,705.03,24.03,2023-03-21,2023-04-04,0,0,2,0,0,0,NO,Pickup,238000.0,19.0,Mastercard,No,YEs,82,Male
64351f7f6432325ca2cb38a3,,0.0,0.0,2300.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,4.0,Visa,No,no,47,Male
64351f9f6432325ca2cb38a4,Breakfast,0.0,74100.0,216411.5,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,25,Female
64351f9f6432325ca2cb38a4,others,0.0,74100.0,216411.5,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,25,Female
64351fc06432325ca2cb38a5,Breakfast,0.0,14600.0,3298.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,51000.0,5.0,Visa,No,no,29,Male
64351fe06432325ca2cb38a6,others,0.0,8100.01,6270.17,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Pickup,750.0,3.0,Visa,Yes,YEs,7,Female
64351fe06432325ca2cb38a6,Fresh Fruits,0.0,8100.01,6270.17,2023-03-21,2023-04-04,0,0,1,0,0,0,NO,Pickup,750.0,3.0,Visa,Yes,YEs,7,Female
643520026432325ca2cb38a7,Breakfast,0.0,100.02,19800.02,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,24,Male
643520026432325ca2cb38a7,others,0.0,100.02,19800.02,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,24,Male
643520236432325ca2cb38a8,,0.0,10720.03,6420.03,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,2.0,Visa,No,no,63,Female
643520456432325ca2cb38a9,Organic Foods,0.0,97644.06,201858.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,113963.0,3.0,Visa,No,no,9,Male
643520456432325ca2cb38a9,Personal Care,0.0,97644.06,201858.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,113963.0,3.0,Visa,No,no,9,Male
643520676432325ca2cb38aa,,0.0,303700.0,4128.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,6.0,Visa,No,no,11,Male
643520886432325ca2cb38ab,Dairy,0.0,36.0,36.0,2023-03-21,2023-04-04,1,0,0,0,0,0,YES,Pickup,3500.0,1.0,Visa,No,no,60,Male
643520a86432325ca2cb38ac,Snack,0.0,673.0,673.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,4000.0,1.0,Visa,No,no,70,Female
643520c66432325ca2cb38ad,Dairy,0.0,2100.01,412.01,2023-03-21,2023-04-04,1,0,0,0,0,0,NO,sender_mno_Airtel,333.33334,1.0,Mastercard,No,YEs,3,Male
643520c66432325ca2cb38ad,Breakfast,0.0,2100.01,412.01,2023-03-21,2023-04-04,1,0,0,0,0,0,NO,sender_mno_Airtel,333.33334,1.0,Mastercard,No,YEs,3,Male
643520c66432325ca2cb38ad,others,0.0,2100.01,412.01,2023-03-21,2023-04-04,1,0,0,0,0,0,NO,sender_mno_Airtel,333.33334,1.0,Mastercard,No,YEs,3,Male
643520e66432325ca2cb38ae,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,32,Female
643521076432325ca2cb38af,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,7,Male
643521286432325ca2cb38b0,Breakfast,0.0,2500.0,1.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,52,Female
643521486432325ca2cb38b1,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,0,Male
643521676432325ca2cb38b2,Snack,0.0,4500.0,764.31,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,80000.0,1.0,Visa,No,no,37,Male
643521a96432325ca2cb38b3,Breakfast,0.0,200.0,200.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,98,Male
643521a96432325ca2cb38b3,Condiment,0.0,200.0,200.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,98,Male
643521ca6432325ca2cb38b4,Breakfast,0.0,4100.0,0.99,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,65,Male
643521eb6432325ca2cb38b5,others,0.0,4500.0,200.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,91,Female
6435220b6432325ca2cb38b6,Fresh Fruits,0.0,3500.0,59200.0,2023-03-21,2023-04-04,0,0,1,0,0,0,YES,Pickup,1000.0,3.0,Visa,Yes,YEs,54,Female
6435222c6432325ca2cb38b7,Breakfast,0.0,2204.0,4420.0,2023-03-21,2023-04-04,0,0,0,0,0,0,YES,Other,1.0,1.0,Visa,No,no,95,Female
6435224d6432325ca2cb38b8,Breakfast,0.0,3600.0,9300.0,2023-03-21,2023-04-04,0,0,0,0,0,0,NO,Other,1.0,1.0,Visa,No,no,38,Female
